student_id,study_time_hours,attendance_percent,sleep_hours,previous_grade,final_exam_score,final_grade,final_grade_num,gender_Female,gender_Male,internet_access_No,internet_access_Yes,extracurricular_activities_No,extracurricular_activities_Yes,part_time_job_No,part_time_job_Yes,parental_education_Bachelors,parental_education_High School,parental_education_Masters,parental_education_Not specified,parental_education_PhD,parental_education_temp
242,3.3,97.8,7.6,70.4,85.1,B,4,False,True,False,True,True,False,False,True,False,True,False,False,False,High School
243,3.6,85.7,6.3,43.4,69.4,D,2,True,False,False,True,True,False,False,True,False,True,False,False,False,High School
244,5.1,93.5,6.2,56.0,92.2,A,5,False,True,False,True,False,True,True,False,False,True,False,False,False,High School
245,1.0,89.8,7.2,56.8,76.2,C,3,False,True,False,True,False,True,True,False,True,False,False,False,False,Bachelors
246,5.8,76.5,7.4,79.9,100.0,A,5,True,False,False,True,False,True,True,False,True,False,False,False,False,Bachelors
247,3.3,78.6,7.0,80.5,92.2,A,5,False,True,False,True,True,False,True,False,True,False,False,False,False,Bachelors
248,2.9,95.3,7.2,73.9,76.5,C,3,False,True,True,False,True,False,True,False,True,False,False,False,False,Bachelors
249,2.0,81.7,8.8,79.9,82.7,B,4,False,True,False,True,False,True,True,False,False,True,False,False,False,High School
250,1.0,81.0,8.1,68.0,67.1,D,2,False,True,False,True,True,False,True,False,False,True,False,False,False,High School
251,4.7,75.4,7.0,84.4,88.4,B,4,True,False,False,True,False,True,False,True,False,True,False,False,False,High School
252,3.6,89.2,7.9,70.1,91.0,A,5,False,True,False,True,True,False,False,True,True,False,False,False,False,Bachelors
253,1.6,100.0,5.6,70.7,75.8,C,3,True,False,True,False,True,False,True,False,False,True,False,False,False,High School
254,1.6,74.3,7.3,66.8,88.3,B,4,False,True,False,True,False,True,True,False,False,True,False,False,False,High School
255,3.0,85.2,9.0,78.2,87.6,B,4,False,True,False,True,False,True,False,True,True,False,False,False,False,Bachelors
256,6.0,99.1,6.5,64.9,96.8,A,5,False,True,False,True,False,True,False,True,False,False,True,False,False,Masters
257,3.1,84.2,5.8,81.7,86.7,B,4,False,True,False,True,True,False,True,False,False,True,False,False,False,High School
258,1.2,89.5,6.0,56.4,63.7,D,2,True,False,False,True,False,True,False,True,True,False,False,False,False,Bachelors
259,3.1,74.4,5.5,56.8,73.0,C,3,True,False,False,True,False,True,True,False,False,False,True,False,False,Masters
260,3.1,89.3,5.9,78.2,94.3,A,5,False,True,False,True,False,True,True,False,False,False,True,False,False,Masters
261,0.5,83.1,6.4,68.9,71.3,C,3,False,True,False,True,False,True,True,False,False,False,False,True,False,Not specified
262,3.4,94.9,5.1,64.6,79.7,C,3,True,False,False,True,False,True,True,False,False,True,False,False,False,High School
263,3.2,96.9,6.8,80.7,81.2,B,4,False,True,True,False,True,False,True,False,False,True,False,False,False,High School
264,4.5,100.0,7.9,62.7,91.1,A,5,False,True,False,True,False,True,True,False,False,False,False,False,True,PhD
265,6.3,90.8,5.7,67.6,97.5,A,5,False,True,False,True,True,False,True,False,True,False,False,False,False,Bachelors
266,5.2,88.3,8.6,86.8,100.0,A,5,True,False,False,True,True,False,True,False,True,False,False,False,False,Bachelors
267,3.1,86.9,7.4,88.5,81.6,B,4,True,False,False,True,False,True,False,True,False,False,True,False,False,Masters
268,1.8,81.5,8.0,88.9,83.9,B,4,True,False,False,True,False,True,True,False,False,False,True,False,False,Masters
269,7.4,88.4,6.0,66.6,100.0,A,5,False,True,False,True,True,False,True,False,False,False,False,True,False,Not specified
270,3.6,82.0,7.8,84.8,80.2,B,4,False,True,False,True,True,False,True,False,False,False,False,True,False,Not specified
271,3.5,86.7,5.5,58.6,75.1,C,3,True,False,False,True,False,True,True,False,False,False,True,False,False,Masters
272,3.5,98.2,7.9,59.1,78.2,C,3,True,False,True,False,False,True,True,False,False,True,False,False,False,High School
273,3.8,74.9,7.0,41.8,64.7,D,2,True,False,False,True,False,True,False,True,False,False,False,False,True,PhD
274,3.3,96.4,7.5,90.1,97.8,A,5,True,False,False,True,True,False,True,False,False,True,False,False,False,High School
275,2.6,98.2,5.4,59.6,74.4,C,3,False,True,True,False,False,True,True,False,False,True,False,False,False,High School
276,2.7,83.8,5.7,68.5,76.4,C,3,True,False,False,True,False,True,True,False,False,False,False,False,True,PhD
277,3.5,63.8,7.5,59.1,76.3,C,3,False,True,False,True,True,False,True,False,False,True,False,False,False,High School
278,2.7,78.9,5.7,78.3,88.3,B,4,True,False,False,True,True,False,False,True,False,True,False,False,False,High School
279,2.4,98.0,7.4,65.5,94.0,A,5,False,True,False,True,False,True,True,False,False,True,False,False,False,High School
280,3.7,84.8,5.2,54.3,58.8,F,1,True,False,True,False,False,True,False,True,False,False,False,False,True,PhD
281,3.1,75.0,7.8,75.3,81.1,B,4,True,False,True,False,True,False,True,False,True,False,False,False,False,Bachelors
282,5.8,80.0,5.3,52.8,84.5,B,4,True,False,False,True,False,True,True,False,False,False,True,False,False,Masters
283,0.5,93.4,7.5,60.0,69.9,D,2,True,False,False,True,False,True,False,True,False,True,False,False,False,High School
284,5.1,90.5,7.6,44.7,82.2,B,4,False,True,False,True,True,False,True,False,False,False,True,False,False,Masters
285,5.4,82.6,6.0,52.9,83.3,B,4,True,False,False,True,False,True,False,True,False,False,True,False,False,Masters
286,0.5,81.3,7.5,72.1,69.5,D,2,False,True,False,True,True,False,False,True,False,True,False,False,False,High School
287,3.0,81.1,7.1,46.4,68.5,D,2,False,True,False,True,True,False,True,False,True,False,False,False,False,Bachelors
288,2.9,75.8,6.2,52.2,61.5,D,2,False,True,True,False,False,True,True,False,False,True,False,False,False,High School
289,1.4,100.0,5.6,70.0,72.3,C,3,False,True,True,False,False,True,True,False,False,False,False,True,False,Not specified
290,2.3,81.8,4.4,63.5,74.1,C,3,True,False,False,True,True,False,True,False,True,False,False,False,False,Bachelors
291,1.8,97.2,7.2,93.9,94.9,A,5,False,True,False,True,True,False,True,False,False,False,False,True,False,Not specified
292,6.1,100.0,4.9,92.0,100.0,A,5,False,True,False,True,True,False,True,False,False,True,False,False,False,High School
293,4.9,95.0,6.9,59.6,84.5,B,4,False,True,False,True,True,False,False,True,False,False,True,False,False,Masters
294,5.4,80.7,6.5,76.7,93.7,A,5,True,False,False,True,False,True,False,True,False,False,True,False,False,Masters
295,4.6,89.0,7.6,79.0,100.0,A,5,True,False,False,True,True,False,True,False,False,False,True,False,False,Masters
296,1.8,84.8,6.4,62.8,81.6,B,4,True,False,False,True,False,True,True,False,False,False,False,True,False,Not specified
297,2.7,76.0,6.4,52.1,70.9,C,3,True,False,False,True,False,True,True,False,True,False,False,False,False,Bachelors
298,4.2,88.2,7.7,69.9,89.6,B,4,False,True,False,True,False,True,True,False,False,True,False,False,False,High School
299,1.7,73.2,7.2,67.9,69.2,D,2,False,True,True,False,False,True,True,False,False,False,True,False,False,Masters
300,4.6,96.9,7.2,64.8,82.3,B,4,True,False,False,True,True,False,False,True,False,False,True,False,False,Masters
301,3.1,80.4,7.4,75.3,80.9,B,4,False,True,False,True,False,True,False,True,True,False,False,False,False,Bachelors
302,2.9,87.0,5.0,61.0,82.4,B,4,False,True,False,True,False,True,True,False,False,True,False,False,False,High School
303,4.6,87.8,7.7,56.2,91.0,A,5,False,True,False,True,False,True,True,False,True,False,False,False,False,Bachelors
304,4.2,82.4,7.5,71.3,81.6,B,4,True,False,True,False,True,False,True,False,False,True,False,False,False,High School
305,3.0,90.9,5.6,74.6,83.2,B,4,True,False,False,True,True,False,False,True,True,False,False,False,False,Bachelors
306,5.2,80.3,6.5,55.9,80.7,B,4,False,True,False,True,False,True,True,False,True,False,False,False,False,Bachelors
307,1.9,93.7,6.8,81.1,87.2,B,4,True,False,False,True,False,True,False,True,False,False,True,False,False,Masters
308,4.4,71.5,6.6,48.8,72.8,C,3,True,False,False,True,False,True,False,True,False,True,False,False,False,High School
309,4.4,86.3,7.2,63.1,85.2,B,4,True,False,False,True,True,False,True,False,True,False,False,False,False,Bachelors
310,3.0,100.0,8.5,66.9,83.3,B,4,True,False,False,True,True,False,False,True,False,True,False,False,False,High School
311,4.0,75.0,8.1,62.4,82.6,B,4,True,False,False,True,False,True,True,False,False,True,False,False,False,High School
312,1.6,78.2,5.2,63.2,63.4,D,2,False,True,False,True,True,False,False,True,False,False,True,False,False,Masters
313,4.9,90.1,7.5,92.5,100.0,A,5,True,False,False,True,False,True,True,False,False,False,False,True,False,Not specified
314,3.2,86.8,8.4,59.8,79.4,C,3,False,True,False,True,True,False,True,False,True,False,False,False,False,Bachelors
315,2.7,88.5,7.3,99.3,100.0,A,5,False,True,False,True,False,True,True,False,False,False,True,False,False,Masters
316,5.1,89.9,8.1,75.2,100.0,A,5,True,False,False,True,False,True,True,False,False,False,False,False,True,PhD
317,2.4,91.3,9.2,71.1,72.9,C,3,False,True,True,False,False,True,False,True,False,False,True,False,False,Masters
318,1.4,96.1,8.0,75.7,79.2,C,3,False,True,True,False,False,True,True,False,False,True,False,False,False,High School
319,1.2,89.1,7.1,100.0,84.2,B,4,False,True,False,True,True,False,True,False,False,False,False,True,False,Not specified
320,4.4,82.6,8.1,58.1,80.7,B,4,True,False,False,True,False,True,False,True,True,False,False,False,False,Bachelors
321,1.6,91.7,7.0,56.6,85.3,B,4,True,False,False,True,True,False,True,False,False,True,False,False,False,High School
322,6.1,100.0,6.8,60.9,93.1,A,5,False,True,False,True,True,False,False,True,False,True,False,False,False,High School
323,0.5,83.7,6.4,70.4,73.5,C,3,True,False,False,True,False,True,True,False,True,False,False,False,False,Bachelors
324,6.0,75.3,8.7,49.3,90.8,A,5,True,False,False,True,False,True,True,False,False,True,False,False,False,High School
325,3.8,96.1,5.8,70.3,80.8,B,4,True,False,False,True,False,True,False,True,False,True,False,False,False,High School
326,3.4,83.8,8.6,90.3,88.9,B,4,True,False,False,True,True,False,True,False,False,True,False,False,False,High School
327,2.7,63.3,7.4,71.8,63.7,D,2,False,True,True,False,False,True,True,False,False,False,True,False,False,Masters
328,4.1,93.5,5.1,66.5,82.6,B,4,False,True,False,True,False,True,True,False,False,False,False,False,True,PhD
329,3.4,79.6,7.2,62.6,63.7,D,2,True,False,False,True,False,True,True,False,False,True,False,False,False,High School
330,5.2,84.1,4.3,80.8,96.6,A,5,True,False,False,True,True,False,True,False,False,False,False,False,True,PhD
331,3.7,88.3,7.6,60.1,97.0,A,5,False,True,False,True,False,True,True,False,False,False,False,False,True,PhD
332,3.7,86.9,7.9,92.2,93.3,A,5,False,True,True,False,False,True,True,False,False,False,True,False,False,Masters
333,3.0,92.1,6.1,93.2,82.8,B,4,True,False,False,True,False,True,False,True,False,True,False,False,False,High School
334,3.4,80.6,6.9,73.1,81.2,B,4,False,True,False,True,False,True,True,False,False,False,True,False,False,Masters
335,4.0,90.1,9.1,69.9,88.7,B,4,True,False,False,True,True,False,True,False,False,False,False,True,False,Not specified
336,0.9,82.4,6.2,82.4,71.2,C,3,True,False,False,True,False,True,True,False,False,False,True,False,False,Masters
337,1.5,92.4,5.5,83.1,87.1,B,4,False,True,False,True,True,False,True,False,False,True,False,False,False,High School
338,4.6,91.2,8.6,60.3,94.9,A,5,False,True,False,True,True,False,True,False,True,False,False,False,False,Bachelors
339,3.8,75.6,9.2,63.7,76.1,C,3,True,False,False,True,True,False,True,False,True,False,False,False,False,Bachelors
340,3.2,95.9,6.8,54.1,85.1,B,4,True,False,False,True,True,False,True,False,True,False,False,False,False,Bachelors
341,3.5,79.6,8.0,74.9,96.3,A,5,False,True,False,True,False,True,True,False,False,True,False,False,False,High School
342,4.0,93.1,8.4,78.0,100.0,A,5,True,False,False,True,False,True,True,False,False,True,False,False,False,High School
343,2.7,88.7,5.9,53.8,92.0,A,5,False,True,False,True,True,False,True,False,False,False,True,False,False,Masters
344,2.3,100.0,6.2,64.5,77.2,C,3,True,False,False,True,False,True,True,False,False,False,False,False,True,PhD
345,3.8,82.8,8.3,53.8,97.5,A,5,False,True,False,True,True,False,True,False,False,True,False,False,False,High School
346,2.0,81.5,8.8,59.2,70.6,C,3,False,True,False,True,False,True,False,True,False,False,False,True,False,Not specified
347,4.1,84.8,7.5,76.6,87.2,B,4,False,True,False,True,True,False,True,False,False,True,False,False,False,High School
348,0.9,82.0,5.7,61.2,69.0,D,2,True,False,False,True,True,False,True,False,False,False,True,False,False,Masters
349,5.0,93.0,9.2,66.4,90.2,A,5,True,False,False,True,False,True,False,True,False,False,True,False,False,Masters
350,4.2,68.8,6.2,50.5,74.0,C,3,False,True,False,True,False,True,False,True,False,False,True,False,False,Masters
351,3.9,74.5,6.4,72.2,75.3,C,3,True,False,False,True,True,False,True,False,False,False,False,True,False,Not specified
352,5.0,74.3,7.2,69.5,86.5,B,4,False,True,False,True,True,False,True,False,False,True,False,False,False,High School
353,6.0,94.5,8.7,61.3,100.0,A,5,False,True,False,True,False,True,True,False,False,False,False,False,True,PhD
354,5.0,100.0,7.8,67.7,93.6,A,5,True,False,False,True,True,False,False,True,False,True,False,False,False,High School
355,0.7,84.0,7.3,72.2,72.0,C,3,True,False,False,True,False,True,False,True,False,False,True,False,False,Masters
356,1.6,83.3,7.4,60.2,76.2,C,3,False,True,False,True,False,True,True,False,False,False,True,False,False,Masters
357,2.6,85.7,6.9,52.3,80.9,B,4,True,False,False,True,True,False,True,False,False,False,True,False,False,Masters
358,3.5,96.6,7.5,91.7,85.3,B,4,True,False,False,True,True,False,False,True,False,True,False,False,False,High School
359,4.3,75.7,3.8,62.4,81.9,B,4,False,True,False,True,True,False,True,False,False,False,False,False,True,PhD
360,2.4,87.4,6.4,68.8,78.0,C,3,False,True,False,True,True,False,True,False,False,True,False,False,False,High School
361,3.8,94.8,7.1,82.1,93.6,A,5,True,False,False,True,False,True,False,True,False,True,False,False,False,High School
362,2.4,90.0,5.4,100.0,95.1,A,5,False,True,False,True,True,False,False,True,False,False,True,False,False,Masters
363,2.6,86.9,7.3,55.1,66.7,D,2,False,True,False,True,False,True,False,True,True,False,False,False,False,Bachelors
364,1.4,95.0,6.6,75.4,75.6,C,3,True,False,False,True,False,True,True,False,False,False,True,False,False,Masters
365,2.1,58.0,8.9,61.5,57.4,F,1,False,True,False,True,False,True,True,False,True,False,False,False,False,Bachelors
366,1.5,91.8,8.7,63.5,75.4,C,3,False,True,False,True,False,True,True,False,False,True,False,False,False,High School
367,2.0,78.5,6.2,61.4,80.5,B,4,True,False,False,True,False,True,True,False,False,False,True,False,False,Masters
368,5.1,66.7,6.6,56.5,75.1,C,3,True,False,True,False,False,True,True,False,True,False,False,False,False,Bachelors
369,2.1,90.1,6.7,69.5,67.8,D,2,False,True,True,False,False,True,True,False,False,True,False,False,False,High School
370,7.4,98.7,6.3,52.3,97.4,A,5,False,True,False,True,False,True,True,False,False,False,True,False,False,Masters
371,4.2,83.6,7.0,81.4,80.2,B,4,True,False,False,True,True,False,False,True,True,False,False,False,False,Bachelors
372,3.8,94.5,5.9,70.7,82.8,B,4,True,False,False,True,False,True,True,False,True,False,False,False,False,Bachelors
373,2.2,100.0,5.4,75.1,87.8,B,4,True,False,False,True,False,True,True,False,True,False,False,False,False,Bachelors
374,4.6,98.1,7.5,64.4,85.8,B,4,True,False,False,True,True,False,True,False,False,False,True,False,False,Masters
375,2.6,100.0,7.6,65.6,91.7,A,5,False,True,False,True,True,False,True,False,False,False,True,False,False,Masters
376,3.7,92.4,5.8,73.5,84.9,B,4,True,False,False,True,True,False,False,True,False,False,True,False,False,Masters
377,7.3,85.8,7.9,56.0,99.3,A,5,True,False,False,True,False,True,True,False,False,True,False,False,False,High School
378,3.4,69.0,6.0,65.7,74.3,C,3,False,True,False,True,True,False,True,False,False,False,True,False,False,Masters
379,5.2,82.5,7.1,59.7,93.3,A,5,True,False,False,True,False,True,True,False,False,False,True,False,False,Masters
380,2.4,76.6,7.8,59.3,79.4,C,3,False,True,False,True,False,True,True,False,False,False,True,False,False,Masters
381,3.4,100.0,6.8,44.7,77.4,C,3,True,False,True,False,False,True,True,False,True,False,False,False,False,Bachelors
382,6.2,83.2,7.3,86.1,100.0,A,5,True,False,False,True,True,False,True,False,False,False,False,False,True,PhD
383,2.6,86.2,6.2,61.8,76.8,C,3,True,False,False,True,False,True,True,False,False,False,True,False,False,Masters
384,6.2,90.5,6.6,84.0,100.0,A,5,False,True,False,True,False,True,True,False,False,True,False,False,False,High School
385,4.6,85.4,6.6,82.8,88.6,B,4,False,True,True,False,False,True,True,False,True,False,False,False,False,Bachelors
386,2.7,100.0,5.9,54.6,79.1,C,3,True,False,False,True,True,False,True,False,False,False,False,False,True,PhD
387,4.4,78.8,6.6,56.9,79.4,C,3,False,True,False,True,True,False,True,False,False,True,False,False,False,High School
388,5.0,86.9,4.9,100.0,100.0,A,5,False,True,False,True,False,True,True,False,False,False,False,True,False,Not specified
389,4.4,77.6,6.2,91.0,86.7,B,4,False,True,False,True,True,False,False,True,False,False,True,False,False,Masters
390,1.1,71.8,6.5,69.6,69.5,D,2,False,True,False,True,False,True,False,True,True,False,False,False,False,Bachelors
391,2.4,78.9,6.5,73.1,86.3,B,4,False,True,False,True,True,False,True,False,False,True,False,False,False,High School
392,3.1,84.6,6.5,62.4,87.3,B,4,False,True,False,True,False,True,True,False,False,True,False,False,False,High School
393,3.4,80.7,6.7,75.2,72.1,C,3,True,False,True,False,True,False,True,False,False,False,False,True,False,Not specified
394,4.4,78.1,7.4,61.4,92.3,A,5,True,False,False,True,False,True,True,False,False,True,False,False,False,High School
395,3.8,70.9,7.8,45.6,67.6,D,2,False,True,False,True,True,False,False,True,False,False,True,False,False,Masters
396,1.5,84.2,6.0,54.1,72.7,C,3,True,False,False,True,False,True,True,False,True,False,False,False,False,Bachelors
397,4.1,70.0,5.4,70.3,76.1,C,3,True,False,False,True,False,True,True,False,False,True,False,False,False,High School
398,4.4,92.6,5.5,56.4,81.2,B,4,True,False,True,False,False,True,True,False,False,True,False,False,False,High School
399,4.3,85.8,6.2,69.2,90.4,A,5,True,False,False,True,False,True,True,False,True,False,False,False,False,Bachelors
400,5.1,70.4,6.4,57.1,73.2,C,3,False,True,False,True,False,True,True,False,False,False,False,True,False,Not specified
401,4.8,81.9,5.9,60.6,85.2,B,4,True,False,False,True,True,False,False,True,True,False,False,False,False,Bachelors
402,4.2,77.5,5.2,80.2,96.4,A,5,True,False,False,True,False,True,True,False,True,False,False,False,False,Bachelors
403,3.4,88.2,6.3,73.0,81.9,B,4,False,True,False,True,True,False,False,True,False,True,False,False,False,High School
404,1.0,98.4,7.0,69.9,86.5,B,4,False,True,False,True,True,False,True,False,True,False,False,False,False,Bachelors
405,4.1,66.2,7.5,80.5,84.7,B,4,True,False,False,True,True,False,True,False,True,False,False,False,False,Bachelors
406,3.8,86.2,6.1,75.8,93.0,A,5,True,False,False,True,True,False,True,False,False,False,False,False,True,PhD
407,3.9,83.4,6.3,87.4,78.9,C,3,True,False,False,True,True,False,True,False,True,False,False,False,False,Bachelors
408,1.6,91.7,5.7,64.5,90.4,A,5,True,False,False,True,False,True,True,False,True,False,False,False,False,Bachelors
409,1.9,87.1,6.8,64.8,80.1,B,4,True,False,True,False,True,False,True,False,False,True,False,False,False,High School
410,5.1,77.5,5.8,54.4,78.1,C,3,True,False,False,True,False,True,False,True,False,False,False,True,False,Not specified
411,3.4,81.8,7.5,64.9,70.1,C,3,False,True,False,True,True,False,True,False,False,True,False,False,False,High School
412,4.5,77.0,4.7,81.6,90.2,A,5,True,False,False,True,True,False,True,False,False,True,False,False,False,High School
413,3.5,95.8,6.4,85.6,86.5,B,4,True,False,False,True,False,True,True,False,False,False,True,False,False,Masters
414,3.5,85.2,7.2,81.5,93.5,A,5,False,True,False,True,False,True,True,False,True,False,False,False,False,Bachelors
415,4.9,100.0,7.0,48.5,83.3,B,4,False,True,True,False,False,True,False,True,True,False,False,False,False,Bachelors
416,2.7,84.4,10.0,83.0,81.2,B,4,False,True,False,True,True,False,False,True,True,False,False,False,False,Bachelors
417,3.6,77.9,7.2,47.9,76.0,C,3,False,True,True,False,True,False,True,False,False,False,True,False,False,Masters
418,2.8,69.9,5.6,80.8,84.9,B,4,True,False,False,True,False,True,True,False,False,True,False,False,False,High School
419,2.8,67.0,6.7,65.6,79.2,C,3,True,False,False,True,True,False,True,False,False,False,True,False,False,Masters
420,3.0,69.2,4.7,78.4,72.8,C,3,True,False,True,False,True,False,True,False,True,False,False,False,False,Bachelors
421,3.8,87.7,6.7,54.0,69.9,D,2,True,False,False,True,False,True,False,True,True,False,False,False,False,Bachelors
422,2.8,90.1,5.8,84.1,89.6,B,4,True,False,True,False,False,True,True,False,True,False,False,False,False,Bachelors
423,5.4,69.2,7.9,52.4,77.3,C,3,True,False,False,True,True,False,False,True,False,True,False,False,False,High School
424,2.2,94.0,6.1,62.0,64.6,D,2,False,True,True,False,True,False,True,False,False,False,True,False,False,Masters
425,3.2,80.2,6.7,58.0,81.8,B,4,True,False,False,True,True,False,False,True,True,False,False,False,False,Bachelors
426,2.8,86.5,6.0,48.9,86.2,B,4,False,True,False,True,False,True,True,False,False,True,False,False,False,High School
427,5.7,100.0,8.9,71.1,100.0,A,5,False,True,False,True,False,True,False,True,True,False,False,False,False,Bachelors
428,3.8,94.0,6.4,91.7,100.0,A,5,True,False,False,True,False,True,True,False,False,False,False,True,False,Not specified
429,5.0,82.3,9.0,100.0,100.0,A,5,False,True,False,True,False,True,True,False,True,False,False,False,False,Bachelors
430,1.3,76.1,7.8,71.2,72.0,C,3,True,False,False,True,False,True,True,False,False,False,False,True,False,Not specified
431,3.9,63.5,7.4,83.4,81.2,B,4,False,True,False,True,True,False,True,False,False,True,False,False,False,High School
432,4.8,77.8,7.2,72.8,100.0,A,5,True,False,False,True,False,True,True,False,False,True,False,False,False,High School
433,3.6,82.9,7.3,76.0,79.7,C,3,False,True,False,True,True,False,False,True,False,True,False,False,False,High School
434,5.1,75.1,4.5,65.9,89.4,B,4,True,False,False,True,False,True,True,False,True,False,False,False,False,Bachelors
435,2.7,83.7,6.5,72.3,77.8,C,3,True,False,False,True,True,False,True,False,False,True,False,False,False,High School
436,5.6,85.8,7.8,76.4,93.4,A,5,True,False,False,True,False,True,False,True,False,True,False,False,False,High School
437,6.9,82.8,6.7,63.1,100.0,A,5,True,False,False,True,False,True,False,True,False,False,False,True,False,Not specified
438,3.0,78.5,5.1,69.1,76.5,C,3,True,False,False,True,False,True,True,False,False,False,True,False,False,Masters
439,2.8,86.7,6.7,69.3,79.3,C,3,False,True,False,True,True,False,True,False,False,False,True,False,False,Masters
440,5.7,89.4,8.8,79.9,100.0,A,5,False,True,True,False,True,False,True,False,False,True,False,False,False,High School
441,5.9,74.1,8.3,57.2,98.9,A,5,False,True,False,True,False,True,True,False,False,True,False,False,False,High School
442,2.7,99.1,6.7,69.4,87.5,B,4,True,False,False,True,False,True,False,True,False,True,False,False,False,High School
443,2.9,84.0,7.9,92.9,85.2,B,4,False,True,False,True,True,False,False,True,False,False,True,False,False,Masters
444,3.1,85.2,6.4,84.0,86.0,B,4,True,False,False,True,False,True,True,False,False,False,False,True,False,Not specified
445,1.5,92.1,4.8,86.2,80.7,B,4,True,False,False,True,False,True,False,True,True,False,False,False,False,Bachelors
446,2.1,87.3,5.7,70.3,79.9,C,3,False,True,False,True,True,False,True,False,False,True,False,False,False,High School
447,2.0,94.5,8.7,73.9,79.1,C,3,False,True,False,True,True,False,True,False,True,False,False,False,False,Bachelors
448,2.3,87.9,6.5,82.0,87.1,B,4,True,False,False,True,False,True,False,True,False,True,False,False,False,High School
449,3.4,78.9,6.5,88.7,90.7,A,5,False,True,False,True,False,True,True,False,True,False,False,False,False,Bachelors
450,3.9,88.6,6.4,46.6,64.6,D,2,True,False,False,True,True,False,False,True,True,False,False,False,False,Bachelors
451,5.8,73.6,9.1,54.2,77.9,C,3,True,False,True,False,False,True,True,False,False,False,True,False,False,Masters
452,2.0,86.1,8.8,85.7,82.0,B,4,True,False,False,True,False,True,False,True,False,True,False,False,False,High School
453,5.0,84.7,9.5,66.7,92.8,A,5,True,False,False,True,True,False,True,False,False,True,False,False,False,High School
454,3.2,82.9,6.6,61.9,85.4,B,4,True,False,True,False,True,False,True,False,False,False,False,True,False,Not specified
455,3.4,83.7,7.2,55.0,80.7,B,4,False,True,False,True,False,True,True,False,False,True,False,False,False,High School
456,4.5,66.2,5.0,63.3,72.7,C,3,False,True,False,True,True,False,True,False,False,True,False,False,False,High School
457,1.8,79.5,8.6,53.2,68.8,D,2,True,False,False,True,True,False,False,True,False,True,False,False,False,High School
458,4.1,85.9,5.4,95.1,89.9,B,4,True,False,True,False,False,True,True,False,False,True,False,False,False,High School
459,3.7,86.6,7.1,69.7,83.3,B,4,False,True,True,False,True,False,True,False,True,False,False,False,False,Bachelors
460,4.2,74.7,5.5,69.3,86.8,B,4,False,True,False,True,False,True,True,False,False,False,True,False,False,Masters
461,3.9,97.7,6.1,77.1,98.2,A,5,True,False,False,True,False,True,False,True,False,True,False,False,False,High School
462,7.2,76.3,5.8,81.5,100.0,A,5,False,True,False,True,True,False,True,False,True,False,False,False,False,Bachelors
463,2.5,94.7,6.1,81.4,95.1,A,5,True,False,False,True,False,True,False,True,False,False,True,False,False,Masters
464,2.7,89.3,6.2,82.9,93.5,A,5,False,True,False,True,False,True,True,False,True,False,False,False,False,Bachelors
465,2.6,78.5,6.1,62.4,63.2,D,2,True,False,True,False,False,True,False,True,False,False,False,False,True,PhD
466,2.7,100.0,7.8,66.4,100.0,A,5,False,True,False,True,False,True,True,False,False,False,False,False,True,PhD
467,2.5,73.1,5.5,79.2,77.1,C,3,True,False,False,True,True,False,False,True,False,True,False,False,False,High School
468,5.3,94.2,7.1,63.7,88.8,B,4,False,True,False,True,True,False,True,False,False,False,True,False,False,Masters
469,5.6,95.0,8.3,69.9,100.0,A,5,False,True,False,True,True,False,True,False,True,False,False,False,False,Bachelors
470,2.6,78.3,6.2,74.8,89.9,B,4,True,False,False,True,False,True,False,True,False,False,False,True,False,Not specified
471,2.3,98.9,5.9,79.4,87.6,B,4,False,True,False,True,False,True,True,False,True,False,False,False,False,Bachelors
472,4.2,82.5,6.5,48.7,68.0,D,2,True,False,True,False,False,True,False,True,False,False,False,True,False,Not specified
473,2.7,87.9,8.2,78.6,82.2,B,4,False,True,True,False,False,True,True,False,False,False,True,False,False,Masters
474,4.4,87.6,7.0,67.2,94.0,A,5,True,False,False,True,False,True,True,False,False,True,False,False,False,High School
475,3.8,83.7,6.2,78.5,90.9,A,5,False,True,True,False,True,False,True,False,True,False,False,False,False,Bachelors
476,1.2,93.1,7.4,79.3,85.0,B,4,True,False,False,True,True,False,True,False,False,False,False,True,False,Not specified
477,5.8,92.9,5.5,89.3,100.0,A,5,False,True,False,True,True,False,False,True,False,False,False,False,True,PhD
478,6.2,67.5,7.6,86.2,100.0,A,5,True,False,False,True,False,True,True,False,False,True,False,False,False,High School
479,2.6,98.0,7.3,86.2,87.4,B,4,False,True,False,True,True,False,False,True,False,False,True,False,False,Masters
480,2.9,68.4,6.4,87.3,84.8,B,4,True,False,True,False,False,True,True,False,False,True,False,False,False,High School
481,3.9,95.3,5.8,73.5,89.5,B,4,True,False,False,True,False,True,True,False,False,True,False,False,False,High School
482,4.0,96.3,5.7,70.4,92.3,A,5,True,False,False,True,True,False,True,False,True,False,False,False,False,Bachelors
483,4.5,74.1,7.4,80.5,86.6,B,4,False,True,False,True,True,False,False,True,False,True,False,False,False,High School
484,6.5,80.9,8.3,78.8,100.0,A,5,True,False,False,True,False,True,True,False,False,False,True,False,False,Masters
485,3.2,73.9,6.0,66.3,75.7,C,3,False,True,False,True,False,True,True,False,False,True,False,False,False,High School
486,2.3,82.9,7.4,74.9,87.3,B,4,True,False,False,True,False,True,False,True,False,False,True,False,False,Masters
